iter	Passed	Remaining
201	1008	3982
202	1010	3968
203	1016	3966
204	1019	3952
205	1021	3939
206	1024	3925
207	1026	3908
208	1031	3903
209	1032	3886
210	1034	3868
211	1036	3851
212	1038	3837
213	1040	3820
214	1041	3803
215	1046	3799
216	1048	3784
217	1050	3768
218	1052	3753
219	1054	3737
220	1055	3721
221	1059	3711
222	1060	3696
223	1062	3680
224	1063	3664
225	1065	3648
226	1066	3632
227	1067	3616
228	1069	3600
229	1070	3584
230	1074	3575
231	1075	3560
232	1077	3546
233	1079	3532
234	1080	3517
235	1081	3502
236	1083	3487
237	1084	3472
238	1085	3457
239	1089	3450
240	1091	3437
241	1092	3423
242	1094	3409
243	1095	3395
244	1097	3381
245	1098	3367
246	1100	3353
247	1102	3343
248	1104	3331
249	1106	3318
250	1107	3304
251	1108	3291
252	1110	3278
253	1111	3265
254	1113	3252
255	1114	3239
256	1118	3234
257	1120	3221
258	1121	3208
259	1123	3197
260	1124	3184
261	1126	3172
262	1127	3160
263	1129	3147
264	1133	3143
265	1135	3132
266	1137	3122
267	1139	3111
268	1140	3099
269	1142	3088
270	1144	3079
271	1147	3071
272	1149	3061
273	1151	3050
274	1152	3039
275	1155	3031
276	1157	3021
277	1158	3009
278	1162	3005
279	1164	2995
280	1167	2986
281	1169	2976
282	1170	2965
283	1171	2954
284	1175	2949
285	1177	2939
286	1179	2929
287	1181	2920
288	1183	2910
289	1184	2900
290	1189	2898
291	1191	2888
292	1193	2880
293	1195	2870
294	1197	2862
295	1199	2852
296	1201	2843
297	1206	2843
298	1209	2834
299	1210	2825
300	1212	2815
301	1214	2807
302	1215	2796
303	1218	2789
304	1220	2781
305	1222	2772
306	1223	2762
307	1227	2757
308	1229	2749
309	1230	2739
310	1234	2734
311	1236	2725
312	1237	2716
313	1239	2708
314	1241	2699
315	1243	2691
316	1245	2682
317	1248	2677
318	1250	2668
319	1252	2662
320	1254	2653
321	1255	2644
322	1257	2635
323	1260	2629
324	1263	2624
325	1265	2616
326	1266	2607
327	1268	2599
328	1272	2595
329	1273	2586
330	1278	2583
331	1280	2575
332	1281	2567
333	1283	2559
334	1285	2551
335	1287	2543
336	1288	2535
337	1293	2533
338	1295	2526
339	1298	2520
340	1299	2511
341	1301	2504
342	1303	2496
343	1304	2487
344	1311	2489
345	1312	2481
346	1314	2474
347	1316	2466
348	1318	2458
349	1323	2458
350	1325	2450
351	1326	2442
352	1328	2434
353	1330	2428
354	1332	2420
355	1333	2413
356	1338	2411
357	1340	2404
358	1342	2396
359	1344	2390
360	1346	2383
361	1347	2375
362	1349	2368
363	1353	2365
364	1355	2358
365	1357	2351
366	1358	2343
367	1360	2336
368	1361	2328
369	1363	2321
370	1366	2315
371	1368	2310
372	1370	2303
373	1372	2296
374	1373	2289
375	1375	2282
376	1376	2274
377	1377	2267
378	1382	2265
379	1384	2258
380	1386	2251
381	1387	2244
382	1390	2239
383	1391	2232
384	1392	2225
385	1398	2223
386	1399	2216
387	1401	2210
388	1403	2203
389	1404	2196
390	1406	2190
391	1407	2183
392	1412	2181
393	1414	2174
394	1416	2169
395	1418	2162
396	1419	2155
397	1421	2149
398	1423	2143
399	1425	2138
400	1427	2132
401	1429	2125
402	1430	2119
403	1432	2113
404	1434	2107
405	1437	2102
406	1439	2097
407	1441	2091
408	1443	2085
409	1445	2079
410	1447	2074
411	1449	2068
412	1454	2066
413	1456	2061
414	1458	2055
415	1459	2049
416	1461	2043
417	1463	2037
418	1464	2030
419	1468	2027
420	1470	2021
421	1472	2017
422	1474	2011
423	1476	2005
424	1478	2000
425	1483	1998
426	1484	1992
427	1486	1986
428	1488	1981
429	1491	1976
430	1493	1971
431	1494	1965
432	1500	1964
433	1502	1959
434	1504	1953
435	1505	1948
436	1507	1942
437	1509	1936
438	1513	1933
439	1515	1928
440	1517	1923
441	1519	1918
442	1521	1913
443	1524	1908
444	1529	1907
445	1531	1902
446	1533	1896
447	1535	1891
448	1537	1887
449	1540	1882
450	1542	1877
451	1544	1872
452	1546	1867
453	1548	1862
454	1550	1856
455	1551	1851
456	1555	1848
457	1557	1843
458	1559	1837
459	1560	1832
460	1562	1826
461	1563	1821
462	1566	1817
463	1570	1814
464	1573	1809
465	1575	1805
466	1576	1799
467	1578	1794
468	1582	1791
469	1585	1788
470	1587	1782
471	1591	1779
472	1593	1775
473	1596	1771
474	1598	1766
475	1600	1761
476	1602	1756
477	1604	1752
478	1607	1748
479	1608	1742
480	1613	1740
481	1615	1736
482	1617	1731
483	1619	1726
484	1620	1720
485	1622	1715
486	1623	1710
487	1626	1706
488	1628	1702
489	1630	1697
490	1632	1692
491	1634	1687
492	1636	1683
493	1640	1679
494	1642	1675
495	1644	1671
496	1646	1666
497	1649	1662
498	1651	1658
499	1654	1654
500	1657	1650
501	1659	1646
502	1661	1641
503	1664	1638
504	1667	1634
505	1671	1631
506	1672	1626
507	1674	1622
508	1678	1619
509	1681	1615
510	1685	1612
511	1687	1608
512	1690	1604
513	1691	1599
514	1694	1595
515	1696	1591
516	1699	1588
517	1701	1583
518	1703	1578
519	1705	1574
520	1707	1569
521	1709	1565
522	1710	1560
523	1712	1556
524	1715	1552
525	1716	1547
526	1718	1542
527	1720	1537
528	1722	1533
529	1723	1528
530	1725	1523
531	1728	1520
532	1730	1516
533	1732	1511
534	1733	1506
535	1736	1503
536	1739	1499
537	1741	1495
538	1745	1492
539	1747	1488
540	1749	1484
541	1751	1479
542	1752	1475
543	1754	1470
544	1756	1466
545	1759	1463
546	1763	1460
547	1764	1455
548	1767	1451
549	1769	1448
550	1772	1444
551	1775	1441
552	1778	1437
553	1779	1432
554	1782	1428
555	1784	1424
556	1786	1420
557	1788	1416
558	1790	1412
559	1792	1408
560	1795	1404
561	1796	1400
562	1798	1396
563	1802	1393
564	1804	1389
565	1806	1385
566	1809	1381
567	1811	1377
568	1813	1373
569	1817	1371
570	1820	1367
571	1822	1363
572	1824	1359
573	1826	1355
574	1828	1351
575	1832	1348
576	1834	1344
577	1836	1340
578	1838	1337
579	1840	1332
580	1842	1328
581	1846	1326
582	1847	1321
583	1849	1317
584	1852	1313
585	1854	1309
586	1856	1306
587	1858	1302
588	1861	1299
589	1863	1294
590	1865	1291
591	1867	1287
592	1869	1283
593	1871	1279
594	1873	1275
595	1875	1271
596	1876	1267
597	1878	1262
598	1880	1258
599	1881	1254
600	1883	1250
601	1885	1246
602	1888	1243
603	1890	1239
604	1892	1235
605	1893	1231
606	1895	1227
607	1896	1222
608	1898	1219
609	1900	1214
610	1903	1211
611	1905	1207
612	1906	1203
613	1908	1199
614	1910	1195
615	1912	1191
616	1914	1188
617	1915	1184
618	1919	1181
619	1921	1177
620	1923	1173
621	1925	1169
622	1927	1166
623	1928	1162
624	1930	1158
625	1933	1155
626	1935	1151
627	1937	1147
628	1938	1143
629	1940	1139
630	1942	1136
631	1944	1132
632	1947	1129
633	1949	1125
634	1951	1121
635	1952	1117
636	1954	1114
637	1956	1110
638	1958	1106
639	1959	1102
640	1963	1099
641	1965	1095
642	1967	1092
643	1971	1089
644	1974	1086
645	1978	1084
646	1980	1080
647	1982	1077
648	1984	1073
649	1987	1069
650	1989	1066
651	1992	1063
652	1994	1059
653	1995	1055
654	1997	1052
655	1999	1048
656	2001	1044
657	2003	1041
658	2004	1037
659	2008	1034
660	2010	1030
661	2012	1027
662	2013	1023
663	2015	1020
664	2017	1016
665	2019	1012
666	2022	1009
667	2024	1005
668	2025	1002
669	2027	998
670	2029	995
671	2031	991
672	2033	987
673	2036	984
674	2038	981
675	2039	977
676	2041	974
677	2043	970
678	2045	967
679	2047	963
680	2049	959
681	2051	956
682	2053	952
683	2055	949
684	2056	945
685	2058	942
686	2060	938
687	2062	935
688	2065	932
689	2066	928
690	2069	925
691	2071	921
692	2073	918
693	2075	915
694	2078	912
695	2080	908
696	2082	905
697	2083	901
698	2085	898
699	2086	894
700	2088	890
701	2090	887
702	2093	884
703	2095	880
704	2096	877
705	2098	873
706	2099	870
707	2101	866
708	2103	863
709	2105	860
710	2109	857
711	2111	854
712	2112	850
713	2114	846
714	2117	843
715	2119	840
716	2120	837
717	2124	834
718	2125	830
719	2127	827
720	2129	824
721	2131	820
722	2133	817
723	2135	814
724	2138	811
725	2139	807
726	2141	804
727	2142	800
728	2144	797
729	2145	793
730	2146	790
731	2151	787
732	2153	784
733	2155	781
734	2157	777
735	2158	774
736	2160	770
737	2162	767
738	2164	764
739	2165	760
740	2168	757
741	2170	754
742	2171	751
743	2173	747
744	2175	744
745	2177	741
746	2179	738
747	2181	735
748	2183	731
749	2185	728
750	2188	725
751	2190	722
752	2191	719
753	2193	715
754	2194	712
755	2197	709
756	2199	706
757	2201	702
758	2203	699
759	2205	696
760	2206	693
761	2208	689
762	2209	686
763	2212	683
764	2213	680
765	2215	676
766	2216	673
767	2218	670
768	2219	666
769	2221	663
770	2222	660
771	2224	656
772	2227	654
773	2229	650
774	2230	647
775	2232	644
776	2234	641
777	2235	637
778	2237	634
779	2238	631
780	2241	628
781	2243	625
782	2244	622
783	2246	618
784	2248	615
785	2250	612
786	2251	609
787	2253	606
788	2255	603
789	2257	600
790	2258	596
791	2260	593
792	2261	590
793	2262	587
794	2264	583
795	2266	580
796	2267	577
797	2269	574
798	2271	571
799	2272	568
800	2274	564
801	2275	561
802	2276	558
803	2279	555
804	2280	552
805	2281	549
806	2283	546
807	2285	543
808	2287	539
809	2288	536
810	2289	533
811	2291	530
812	2293	527
813	2294	524
814	2295	521
815	2297	518
816	2299	515
817	2301	511
818	2302	508
819	2304	505
820	2305	502
821	2307	499
822	2308	496
823	2309	493
824	2311	490
825	2313	487
826	2315	484
827	2316	481
828	2318	478
829	2319	475
830	2321	472
831	2322	468
832	2323	465
833	2325	462
834	2326	459
835	2328	456
836	2330	453
837	2331	450
838	2334	447
839	2336	445
840	2338	442
841	2340	439
842	2343	436
843	2344	433
844	2346	430
845	2348	427
846	2349	424
847	2351	421
848	2353	418
849	2354	415
850	2356	412
851	2358	409
852	2360	406
853	2361	403
854	2362	400
855	2364	397
856	2365	394
857	2367	391
858	2368	388
859	2370	385
860	2373	383
861	2374	380
862	2376	377
863	2377	374
864	2378	371
865	2380	368
866	2381	365
867	2383	362
868	2384	359
869	2387	356
870	2388	353
871	2390	350
872	2391	347
873	2393	344
874	2394	342
875	2395	339
876	2397	336
877	2398	333
878	2399	330
879	2401	327
880	2403	324
881	2404	321
882	2406	318
883	2407	315
884	2408	313
885	2410	310
886	2411	307
887	2415	304
888	2416	301
889	2418	298
890	2420	296
891	2422	293
892	2423	290
893	2424	287
894	2426	284
895	2427	281
896	2430	279
897	2432	276
898	2433	273
899	2435	270
900	2436	267
901	2438	264
902	2440	262
903	2441	259
904	2443	256
905	2445	253
906	2446	250
907	2448	248
908	2449	245
909	2451	242
910	2454	239
911	2456	236
912	2459	234
913	2460	231
914	2462	228
915	2464	225
916	2465	223
917	2467	220
918	2468	217
919	2469	214
920	2471	211
921	2474	209
922	2475	206
923	2476	203
924	2478	200
925	2479	198
926	2481	195
927	2482	192
928	2484	189
929	2485	187
930	2487	184
931	2489	181
932	2490	178
933	2492	176
934	2493	173
935	2495	170
936	2496	167
937	2498	165
938	2499	162
939	2501	159
940	2503	156
941	2504	154
942	2506	151
943	2507	148
944	2509	146
945	2510	143
946	2512	140
947	2513	137
948	2514	135
949	2518	132
950	2519	129
951	2521	127
952	2523	124
953	2524	121
954	2526	119
955	2527	116
956	2528	113
957	2530	110
958	2532	108
959	2534	105
960	2536	102
961	2537	100
962	2539	97
963	2540	94
964	2542	92
965	2544	89
966	2547	86
967	2549	84
968	2551	81
969	2553	78
970	2555	76
971	2557	73
972	2561	71
973	2563	68
974	2565	65
975	2567	63
976	2568	60
977	2570	57
978	2571	55
979	2573	52
980	2577	49
981	2579	47
982	2581	44
983	2582	41
984	2584	39
985	2585	36
986	2587	34
987	2589	31
988	2592	28
989	2593	26
990	2595	23
991	2597	20
992	2598	18
993	2600	15
994	2602	13
995	2603	10
996	2607	7
997	2608	5
998	2610	2
999	2611	0
